City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Beira,MZ,-19.8436,34.8389,77.09,94,0,3.44,clear sky
697,Pangai,TO,-19.8,-174.35,77.77,69,1,6.31,clear sky
698,Zig,US,40.127,-92.7663,29.37,48,100,14.97,overcast clouds
699,Pascagoula,US,30.3658,-88.5561,49.55,89,100,3.44,light rain
700,Samarai,PG,-10.6167,150.6667,84.4,74,87,11.61,overcast clouds
701,Hualmay,PE,-11.0964,-77.6139,67.55,76,77,8.66,broken clouds
702,Xai-Xai,MZ,-25.0519,33.6442,75.38,87,78,22.39,broken clouds
703,Tanga,TZ,-5.0667,39.1,75.52,89,96,3.87,light rain
704,Viedma,AR,-40.8135,-62.9967,69.6,39,73,17.47,broken clouds
705,Rocha,UY,-34.4833,-54.3333,70.39,79,93,12.06,overcast clouds
706,Isla Mujeres,MX,21.2311,-86.731,77.16,82,100,12.95,light rain
707,Ulladulla,AU,-35.35,150.4667,70.14,48,0,12.64,clear sky
708,Gondanglegi,ID,-7.7479,112.0132,74.28,94,64,2.98,broken clouds
